DOI,title,author,year,times_seen
10.1093/jac/dkw293,"Polymyxin B in combination with doripenem against heteroresistant
            <i>Acinetobacter baumannii</i>
            : pharmacodynamics of new dosing strategies",Rao,2016,2
10.1016/j.idc.2009.01.004,Combination Antimicrobial Treatment Versus Monotherapy: The Contribution of Meta-analyses,Paul,2009,1
10.1016/s1473-3099(05)70030-x,Combination antibiotic therapy for Pseudomonas aeruginosa bacteraemia,Paul,2005,1
10.1002/14651858.cd003038,Beta-lactam versus beta-lactam-aminoglycoside combination therapy in cancer patients with neutropenia,Paul,2003,1
10.1093/jac/12.suppl_a.347,Ceftazidime as a single agent in the management of children with fever and neutropenia,Morgan,2012,1
10.1093/clinids/7.supplement_4.s559,Management of Infections Caused by Gram-Negative Bacilli: The Role of Antimicrobial Combinations,Allan,2010,1
10.1016/j.diagmicrobio.2017.05.009,Synergistic activity of ceftazidime-avibactam and aztreonam against serine and metallo-β-lactamase-producing gram-negative pathogens,Wenzler,2017,1
10.1128/aac.49.7.2959-2964.2005,"In Vitro Synergy of Ciprofloxacin and Gatifloxacin against Ciprofloxacin-Resistant
            <i>Pseudomonas aeruginosa</i>",Pankey,2005,1
10.1007/s10096-002-0852-8,Use of the E test to Assess Synergy of Antibiotic Combinations Against Isolates of Burkholderia cepacia-Complex from Patients with Cystic Fibrosis,Manno,2019,1
10.1016/s0022-3476(84)80993-2,Pseudomonas cepacia infection in cystic fibrosis: An emerging problem,Isles,2007,1
10.1093/jac/12.suppl_a.331,Ceftazidime alone and in combination in patients with cystic fibrosis: lack of efficacy in treatment of severe respiratory infections caused by Pseudomonas cepacia,Gold,2012,1
10.1097/qco.0000000000000494,How to optimize antibiotic pharmacokinetic/pharmacodynamics for Gram-negative infections in critically ill patients,Heffernan,2018,1
10.1016/j.jcrc.2007.11.011,Ciprofloxacin pharmacokinetics in critically ill patients: A prospective cohort study,van Zanten,2008,1
10.1128/aac.47.9.2749-2755.2003,Pharmacodynamics of Levofloxacin and Ciprofloxacin in a Murine Pneumonia Model: Peak Concentration/MIC versus Area under the Curve/MIC Ratios,Scaglione,2003,1
10.1128/aac.43.3.667,Comparison of Efficacies of Oral Levofloxacin and Oral Ciprofloxacin in a Rabbit Model of a Staphylococcal Abscess,Fernandez,2018,1
10.1128/aac.41.10.2256,Pharmacokinetic profile of levofloxacin following once-daily 500-milligram oral or intravenous doses,Chien,2018,1
10.1128/aac.04099-14,Two Mechanisms of Killing of Pseudomonas aeruginosa by Tobramycin Assessed at Multiple Inocula via Mechanism-Based Modeling,Bulitta,2015,1
10.1038/35023079,"Complete genome sequence of Pseudomonas aeruginosa PAO1, an opportunistic pathogen",Stover,2002,1
10.1101/gr.8.3.175,Base-Calling of Automated Sequencer Traces Using<i>Phred.</i> I. Accuracy Assessment,Ewing,2013,1
10.1126/science.2443975,A System for Rapid DNA Sequencing with Fluorescent Chain-Terminating Dideoxynucleotides,Prober,2006,1
10.1073/pnas.74.2.560,A new method for sequencing DNA.,Maxam,2006,1
10.1086/514909,Resistance Mechanisms in<i>Pseudomonas aeruginosa</i>and Other Nonfermentative Gram‐Negative Bacteria,Hancock,2008,1
10.1093/cid/cit334,Population Pharmacokinetics of Intravenous Polymyxin B in Critically Ill Patients: Implications for Selection of Dosage Regimens,Sandri,2013,2
10.1128/aac.02243-16,Can Ceftazidime-Avibactam and Aztreonam Overcome β-Lactam Resistance Conferred by Metallo-β-Lactamases in Enterobacteriaceae?,Marshall,2017,1
10.1021/acschembio.5b00944,Structural and Kinetic Characterization of Diazabicyclooctanes as Dual Inhibitors of Both Serine-β-Lactamases and Penicillin-Binding Proteins,King,2016,1
10.1073/pnas.1205073109,"Avibactam is a covalent, reversible, non–β-lactam β-lactamase inhibitor",Ehmann,2012,1
10.1021/bi00513a005,Inhibition of the RTEM .beta.-lactamase from Escherichia coli. Interaction of the enzyme with derivatives of olivanic acid,Charnas,2005,1
10.1128/aac.00280-12,Characterization of Polymyxin B-Induced Nephrotoxicity: Implications for Dosing Regimen Design,Abdelraouf,2012,1
10.1016/j.ijantimicag.2009.07.011,Nephrotoxicity of continuous versus intermittent infusion of vancomycin in outpatient parenteral antimicrobial therapy,Ingram,2009,1
10.1128/aac.45.9.2460-2467.2001,Continuous versus Intermittent Infusion of Vancomycin in Severe Staphylococcal Infections: Prospective Multicenter Randomized Study,Wysocki,2002,1
10.1097/00003246-198411000-00012,A simplified acute physiology score for ICU patients,GALL,2006,1
10.1093/jac/dkl349,Pharmacokinetic-pharmacodynamic rationale for cefepime dosing regimens in intensive care units,Roos,2006,1
10.1186/s13054-015-1151-y,Can physicochemical properties of antimicrobials be used to predict their pharmacokinetics during extracorporeal membrane oxygenation? Illustrative data from ovine models,Shekar,2015,1
10.1097/00006454-199008000-00007,Gentamicin pharmacokinetics in neonates undergoing extracorporal membrane oxygenation,COHEN,2006,1
10.1055/s-2007-1018904,Cystic Fibrosis,Taussig,2017,1
10.1016/j.ijid.2006.09.011,"Efficacy and safety of colistin (colistimethate sodium) for therapy of infections caused by multidrug-resistant Pseudomonas aeruginosa and Acinetobacter baumannii in Siriraj Hospital, Bangkok, Thailand",Koomanachai,2007,1
10.1111/j.1469-0691.2005.01076.x,Development of a novel assay method for colistin sulphomethate,Wootton,2005,1
10.1007/bf03256660,Antibiotic Treatment of Multidrug-Resistant Organisms in Cystic Fibrosis,Conway,2012,1
10.1093/ajhp/54.19.2185,Intranasal mupirocin for outbreaks of methicillin-resistant Staphylococcus aureus,Bertino,2019,1
10.1001/jama.1969.03150240119022,Colistimethate Toxicity,Ryan,2011,1
10.1093/cid/cir137,Pharmacokinetics of Polymyxin B in a Patient With Renal Insufficiency: A Case Report,Kwa,2011,1
10.1345/aph.18426,Polymyxin B Sulfate and Colistin: Old Antibiotics for Emerging Multiresistant Gram-Negative Bacteria,Evans,2004,1
10.1093/infdis/162.4.939,Binding of Polymyxin B to Rat Alveolar Macrophages,Bysani,2011,1
10.1016/j.coph.2017.10.014,Ensuring quality pharmacokinetic analyses in antimicrobial drug development programs,Lakota,2017,1
10.1016/j.jpba.2015.08.032,"Preclinical pharmacokinetics, tissue distribution and excretion studies of a novel anti-candidal agent-thiosemicarbazide derivative of isoniazid (TSC-INH) by validated UPLC–MS/MS assay",Iqbal,2015,1
10.1517/17425255.3.4.573,CNS pharmacokinetics of antifungal agents,Kethireddy,2007,1
10.1128/aac.49.2.721-727.2005,"Caspofungin Inhibits
            <i>Rhizopus oryzae</i>
            1,3-β-
            <scp>d</scp>
            -Glucan Synthase, Lowers Burden in Brain Measured by Quantitative PCR, and Improves Survival at a Low but Not a High Dose during Murine Disseminated Zygomycosis",Ibrahim,2005,1
